ghnrs_j,z_ar025rpc
75.0,144998.0
55.0,220500.0
25.0,106000.0
52.0,140000.0
57.0,439000.0
39.0,100000.0
54.0,304998.0
74.0,5500000.0
59.0,1500000.0
63.0,430000.0
52.0,195000.0
49.0,190000.0
46.0,500000.0
60.0,475000.0
75.0,1220000.0
58.0,142000.0
59.0,641000.0
58.0,330000.0
69.0,349998.0
57.0,2310000.0
57.0,262000.0
45.0,132000.0
71.0,265000.0
55.0,3340000.0
50.0,150000.0
55.0,361000.0
71.0,536000.0
56.0,439000.0
45.0,65000.0
47.0,423000.0
63.0,1480000.0
65.0,650000.0
61.0,480000.0
51.0,607500.0
81.0,179998.0
74.0,350000.0
41.0,200000.0
61.0,552000.0
49.0,150000.0
53.0,275000.0
72.0,605000.0
56.0,1542000.0
67.0,5100000.0
60.0,1365000.0
69.0,1000000.0
70.0,244000.0
50.0,270000.0
67.0,351000.0
62.0,1101200.0
54.0,740000.0
67.0,490000.0
77.0,6245000.0
57.0,2676000.0
66.0,29998.0
50.0,47000.0
68.0,900000.0
55.0,766000.0
50.0,484000.0
48.0,1800000.0
69.0,469000.0
54.0,400000.0
64.0,1870000.0
54.0,245000.0
39.0,230000.0
55.0,278000.0
49.0,261000.0
66.0,199998.0
28.0,1045000.0
73.0,5030000.0
64.0,5710000.0
60.0,305000.0
46.0,260000.0
65.0,910000.0
71.0,252000.0
59.0,315000.0
71.0,16500000.0
68.0,1200000.0
48.0,770000.0
76.0,220000.0
75.0,990000.0
65.0,300000.0
52.0,745000.0
57.0,1275000.0
61.0,430000.0
42.0,1300000.0
63.0,280000.0
69.0,200000.0
55.0,2320000.0
58.0,697000.0
55.0,586000.0
74.0,1990000.0
70.0,229998.0
49.0,160000.0
68.0,640000.0
49.0,870000.0
53.0,777000.0
53.0,200000.0
68.0,740000.0
46.0,180000.0
39.0,133000.0
31.0,728400.0
59.0,360000.0
59.0,375000.0
52.0,84998.0
76.0,1550000.0
55.0,242000.0
69.0,258000.0
61.0,1470000.0
47.0,1273000.0
57.0,200000.0
46.0,445000.0
69.0,1500000.0
36.0,322000.0
73.0,950000.0
64.0,178000.0
54.0,129000.0
59.0,775000.0
41.0,502000.0
61.0,124998.0
59.0,675000.0
69.0,1760000.0
47.0,165000.0
71.0,159998.0
41.0,16000.0
58.0,3787000.0
55.0,270000.0
56.0,405000.0
45.0,475000.0
50.0,700000.0
59.0,168786.0
52.0,96500.0
59.0,793000.0
64.0,24998.0
61.0,315000.0
55.0,2600000.0
71.0,33000000.0
39.0,119998.0
73.0,2100000.0
40.0,1742000.0
48.0,240000.0
63.0,360000.0
53.0,830000.0
74.0,960000.0
68.0,642000.0
45.0,274998.0
65.0,640000.0
54.0,150000.0
50.0,1204000.0
47.0,125000.0
75.0,349998.0
68.0,960000.0
63.0,5230000.0
57.0,640000.0
46.0,342000.0
59.0,41000.0
65.0,2000.0
64.0,900000.0
69.0,129998.0
47.0,216000.0
50.0,75000.0
61.0,400000.0
54.0,75000.0
66.0,170000.0
80.0,819000.0
61.0,180000.0
45.0,481000.0
43.0,420000.0
59.0,615000.0
46.0,465000.0
52.0,244000.0
68.0,457500.0
59.0,301000.0
49.0,790000.0
62.0,360000.0
79.0,3600000.0
44.0,170000.0
45.0,287500.0
73.0,5400000.0
25.0,125000.0
50.0,720000.0
56.0,550000.0
58.0,275000.0
54.0,260000.0
62.0,7300000.0
48.0,190000.0
53.0,760000.0
72.0,691000.0
63.0,2500000.0
48.0,300000.0
51.0,159998.0
63.0,42000.0
48.0,270000.0
62.0,149998.0
45.0,39000.0
56.0,245000.0
56.0,202000.0
69.0,1480000.0
62.0,2520000.0
63.0,850000.0
63.0,2050000.0
68.0,2000000.0
53.0,3480000.0
64.0,525000.0
38.0,300000.0
61.0,406000.0
60.0,500000.0
63.0,200000.0
64.0,1250000.0
58.0,250000.0
43.0,45000.0
46.0,880000.0
50.0,230000.0
38.0,190000.0
79.0,1060000.0
64.0,550000.0
49.0,150000.0
72.0,269500.0
65.0,265000.0
43.0,402000.0
50.0,70000.0
54.0,114000.0
71.0,5750000.0
46.0,210000.0
56.0,250000.0
60.0,222000.0
56.0,108998.0
57.0,104000.0
38.0,88000.0
45.0,600000.0
53.0,1163500.0
40.0,83500.0
60.0,285000.0
51.0,128000.0
60.0,875000.0
57.0,1110000.0
51.0,299998.0
77.0,65000.0
49.0,508000.0
55.0,3700000.0
62.0,1194000.0
45.0,416000.0
35.0,1240000.0
58.0,425000.0
65.0,2455000.0
49.0,350000.0
61.0,69000.0
56.0,499000.0
33.0,815000.0
46.0,534000.0
74.0,985000.0
70.0,437000.0
55.0,360000.0
70.0,250000.0
45.0,891000.0
53.0,100000.0
59.0,1255000.0
60.0,20000.0
63.0,264998.0
65.0,841000.0
56.0,590000.0
53.0,473500.0
59.0,880000.0
65.0,4240000.0
73.0,280000.0
66.0,560000.0
60.0,160000.0
74.0,730000.0
62.0,672000.0
56.0,146000.0
42.0,700000.0
53.0,99998.0
53.0,152000.0
62.0,404500.0
47.0,705000.0
55.0,725000.0
45.0,70000.0
72.0,220000.0
63.0,372000.0
72.0,120000.0
55.0,99998.0
57.0,518000.0
41.0,129500.0
60.0,647000.0
37.0,285000.0
49.0,650000.0
64.0,800000.0
59.0,95000.0
41.0,149000.0
28.0,106000.0
41.0,950000.0
63.0,124998.0
70.0,1487000.0
43.0,387500.0
74.0,1180000.0
58.0,500000.0
42.0,620000.0
45.0,172200.0
68.0,595000.0
64.0,171000.0
34.0,380000.0
52.0,280000.0
69.0,1153000.0
61.0,285000.0
70.0,402500.0
58.0,320000.0
42.0,145500.0
19.0,750000.0
61.0,163600.0
67.0,340000.0
54.0,262000.0
64.0,410000.0
52.0,999998.0
52.0,770000.0
45.0,134998.0
58.0,253000.0
74.0,880000.0
53.0,132000.0
66.0,3000000.0
70.0,592000.0
63.0,545000.0
56.0,420000.0
45.0,180000.0
42.0,660000.0
55.0,308000.0
54.0,105000.0
56.0,1503000.0
46.0,403000.0
57.0,654000.0
45.0,107000.0
40.0,104998.0
55.0,485000.0
48.0,369000.0
48.0,410000.0
49.0,500000.0
61.0,3700000.0
71.0,1470000.0
74.0,250000.0
57.0,220000.0
59.0,963000.0
75.0,429000.0
63.0,308000.0
57.0,3100000.0
57.0,299000.0
58.0,500000.0
62.0,149998.0
55.0,563000.0
56.0,250000.0
73.0,1810000.0
74.0,171000.0
60.0,200000.0
18.0,120000.0
75.0,10780000.0
58.0,55000.0
76.0,2347000.0
47.0,152000.0
64.0,1550000.0
49.0,800000.0
47.0,1250000.0
47.0,70500.0
53.0,810000.0
54.0,350000.0
52.0,590000.0
64.0,346000.0
41.0,149998.0
48.0,320000.0
60.0,126000.0
74.0,510000.0
44.0,2350000.0
56.0,132100.0
50.0,1230000.0
73.0,730000.0
56.0,826000.0
45.0,180000.0
36.0,25000.0
52.0,580000.0
71.0,1969998.0
41.0,90000.0
65.0,171000.0
46.0,231000.0
52.0,1300000.0
67.0,129050.0
65.0,3050000.0
65.0,399998.0
62.0,264500.0
55.0,150000.0
59.0,710000.0
62.0,5900000.0
57.0,255000.0
47.0,180000.0
55.0,250000.0
44.0,2800000.0
71.0,740000.0
62.0,390000.0
52.0,850000.0
56.0,490000.0
47.0,300000.0
52.0,275000.0
61.0,2125000.0
57.0,984000.0
53.0,180000.0
46.0,200000.0
41.0,290000.0
52.0,15000.0
54.0,208000.0
50.0,415000.0
59.0,9520000.0
80.0,174998.0
72.0,1270000.0
68.0,155000.0
59.0,840000.0
64.0,2210000.0
50.0,249998.0
29.0,260000.0
47.0,380000.0
51.0,615000.0
41.0,130000.0
63.0,1167000.0
70.0,255000.0
50.0,546000.0
78.0,1403000.0
30.0,25000.0
65.0,630000.0
70.0,355000.0
34.0,140000.0
45.0,1128000.0
74.0,785000.0
62.0,150000.0
47.0,339000.0
49.0,430000.0
56.0,530000.0
45.0,508000.0
61.0,360000.0
51.0,235500.0
73.0,3470000.0
47.0,224998.0
72.0,700000.0
65.0,97000.0
49.0,600000.0
48.0,360000.0
59.0,340000.0
54.0,275500.0
73.0,100000.0
53.0,228500.0
35.0,376000.0
64.0,734000.0
55.0,340000.0
62.0,236000.0
55.0,113000.0
69.0,375000.0
52.0,290000.0
48.0,5000.0
64.0,587000.0
61.0,449998.0
61.0,633000.0
39.0,309000.0
66.0,1530000.0
52.0,156000.0
43.0,94998.0
69.0,839000.0
56.0,150000.0
52.0,1480000.0
53.0,632000.0
53.0,303000.0
57.0,662000.0
59.0,49998.0
57.0,109000.0
51.0,305000.0
69.0,535000.0
77.0,625000.0
66.0,135000.0
64.0,1344000.0
50.0,600000.0
62.0,805000.0
68.0,1295000.0
72.0,489000.0
66.0,490000.0
69.0,210000.0
67.0,200000.0
57.0,142000.0
45.0,170000.0
51.0,710000.0
60.0,120000.0
64.0,909000.0
64.0,100000.0
67.0,1900000.0
49.0,425000.0
60.0,1260000.0
61.0,116000.0
60.0,1396000.0
61.0,520000.0
61.0,99998.0
37.0,748000.0
70.0,60000.0
67.0,1008000.0
56.0,100000.0
71.0,200000.0
53.0,302000.0
65.0,190000.0
77.0,1119000.0
50.0,615000.0
64.0,600000.0
53.0,1800000.0
48.0,130000.0
58.0,1775000.0
67.0,765000.0
51.0,400000.0
60.0,255000.0
67.0,196000.0
67.0,675000.0
51.0,1020000.0
56.0,170000.0
67.0,360000.0
58.0,703000.0
40.0,248000.0
43.0,615000.0
66.0,1084000.0
38.0,258000.0
54.0,136000.0
49.0,904000.0
59.0,139998.0
61.0,124000.0
74.0,302000.0
85.0,214998.0
52.0,103000.0
58.0,1307000.0
68.0,170000.0
54.0,425000.0
68.0,255000.0
52.0,525000.0
53.0,7420000.0
40.0,330000.0
48.0,265000.0
70.0,220000.0
54.0,1170000.0
61.0,1475000.0
49.0,365000.0
74.0,775000.0
72.0,72000.0
75.0,131800.0
42.0,547000.0
57.0,1465000.0
77.0,744000.0
59.0,20000.0
50.0,1480000.0
74.0,673000.0
64.0,1170500.0
63.0,185000.0
69.0,199998.0
41.0,325000.0
43.0,315000.0
51.0,784000.0
48.0,205000.0
52.0,780000.0
49.0,779000.0
48.0,250000.0
37.0,850000.0
65.0,180000.0
66.0,89998.0
41.0,1100000.0
45.0,4033500.0
64.0,6520000.0
52.0,146998.0
58.0,101000.0
61.0,3350000.0
49.0,357000.0
63.0,41000.0
51.0,1150000.0
50.0,1400000.0
54.0,1044000.0
69.0,158998.0
54.0,209998.0
58.0,423000.0
52.0,160000.0
71.0,175000.0
54.0,275000.0
50.0,1200000.0
55.0,950000.0
62.0,195000.0
49.0,1330000.0
56.0,420000.0
62.0,80000.0
60.0,475000.0
44.0,76000.0
63.0,2500000.0
78.0,4614000.0
64.0,311000.0
53.0,1240000.0
51.0,705000.0
45.0,717000.0
33.0,200000.0
54.0,230000.0
49.0,167000.0
56.0,180000.0
62.0,159998.0
61.0,220000.0
42.0,172200.0
54.0,287000.0
72.0,1189000.0
58.0,1545000.0
41.0,235000.0
74.0,369500.0
53.0,975000.0
67.0,190800.0
81.0,942000.0
57.0,200000.0
54.0,286000.0
46.0,540000.0
62.0,360000.0
66.0,345000.0
38.0,92000.0
72.0,1670000.0
55.0,326500.0
53.0,580000.0
58.0,880000.0
61.0,263000.0
70.0,249998.0
68.0,250000.0
65.0,428000.0
74.0,900000.0
65.0,1975000.0
58.0,343000.0
63.0,1020000.0
44.0,575000.0
49.0,616000.0
57.0,4500000.0
57.0,390000.0
38.0,1895000.0
62.0,3000.0
42.0,150000.0
70.0,74998.0
77.0,900000.0
64.0,595000.0
60.0,400000.0
68.0,739000.0
79.0,250000.0
66.0,434975.0
58.0,1450000.0
49.0,100000.0
66.0,906000.0
69.0,1455000.0
33.0,580000.0
38.0,480000.0
49.0,75000.0
72.0,1640000.0
74.0,1750000.0
45.0,950000.0
48.0,305000.0
56.0,1135000.0
39.0,1395000.0
72.0,244000.0
54.0,415000.0
63.0,515000.0
55.0,954000.0
34.0,84998.0
41.0,90000.0
53.0,150000.0
61.0,1195000.0
70.0,1365000.0
64.0,1590000.0
58.0,90000.0
62.0,367000.0
82.0,2954000.0
65.0,1490000.0
49.0,325000.0
24.0,913000.0
73.0,1075000.0
49.0,149998.0
55.0,2049998.0
56.0,99998.0
44.0,635000.0
55.0,290000.0
63.0,140000.0
55.0,149998.0
53.0,149998.0
52.0,501900.0
38.0,418000.0
57.0,950000.0
70.0,2600000.0
51.0,214000.0
52.0,935000.0
62.0,124998.0
48.0,630000.0
61.0,955000.0
62.0,935000.0
55.0,179998.0
53.0,945000.0
48.0,160000.0
35.0,850000.0
59.0,501000.0
44.0,612000.0
63.0,77800.0
63.0,275000.0
66.0,553000.0
76.0,149998.0
49.0,43000.0
64.0,935000.0
37.0,912000.0
58.0,164000.0
37.0,605000.0
41.0,145000.0
74.0,1630000.0
59.0,920000.0
58.0,985000.0
54.0,345000.0
57.0,1195001.0
43.0,4000.0
57.0,119999.0
52.0,95000.0
48.0,305000.0
38.0,167000.0
64.0,1500000.0
75.0,1155000.0
68.0,875000.0
33.0,28000.0
55.0,220000.0
65.0,130000.0
70.0,300000.0
64.0,1255000.0
70.0,835000.0
61.0,298000.0
57.0,280000.0
60.0,329000.0
70.0,670000.0
75.0,410000.0
58.0,181000.0
61.0,160000.0
67.0,200000.0
76.0,608000.0
48.0,667000.0
46.0,526000.0
71.0,190000.0
66.0,175000.0
67.0,475000.0
60.0,150000.0
79.0,3425000.0
38.0,80000.0
55.0,745000.0
64.0,1000000.0
48.0,457000.0
65.0,3250000.0
78.0,600000.0
53.0,118500.0
51.0,487000.0
65.0,2004000.0
52.0,179000.0
64.0,275000.0
52.0,1890000.0
55.0,294500.0
45.0,780000.0
72.0,2450000.0
50.0,125000.0
72.0,1650000.0
81.0,795000.0
69.0,390000.0
46.0,501000.0
61.0,710000.0
75.0,150000.0
59.0,140000.0
59.0,850000.0
55.0,321500.0
59.0,2205000.0
70.0,910000.0
76.0,329000.0
56.0,150600.0
49.0,220000.0
65.0,232500.0
65.0,8000.0
42.0,345000.0
59.0,114000.0
66.0,3120000.0
41.0,1200000.0
47.0,350000.0
71.0,940000.0
46.0,880000.0
65.0,224998.0
48.0,410000.0
51.0,530000.0
53.0,405000.0
34.0,382000.0
52.0,340000.0
62.0,955000.0
56.0,1200000.0
30.0,625000.0
55.0,111500.0
63.0,940000.0
58.0,6880000.0
55.0,370000.0
51.0,367000.0
74.0,7000000.0
35.0,45000.0
51.0,130000.0
59.0,240000.0
66.0,5500000.0
62.0,124998.0
56.0,810000.0
61.0,750000.0
56.0,830000.0
68.0,83000.0
71.0,435000.0
65.0,169998.0
72.0,1765000.0
44.0,385000.0
53.0,1100000.0
56.0,750000.0
51.0,755000.0
45.0,1985000.0
35.0,139500.0
56.0,108000.0
64.0,1150000.0
63.0,339500.0
43.0,130000.0
71.0,1355000.0
49.0,574000.0
71.0,1085000.0
10.0,64000.0
44.0,300000.0
49.0,385000.0
62.0,113000.0
61.0,300000.0
62.0,465000.0
51.0,1220000.0
65.0,185000.0
45.0,499998.0
50.0,124998.0
54.0,192000.0
56.0,1250200.0
75.0,179998.0
39.0,250000.0
61.0,655000.0
43.0,975000.0
68.0,970000.0
54.0,219000.0
62.0,190000.0
40.0,254000.0
44.0,2210000.0
69.0,461000.0
74.0,1431000.0
65.0,546000.0
59.0,240000.0
47.0,285000.0
48.0,685000.0
42.0,283000.0
50.0,80000.0
71.0,794000.0
44.0,825000.0
58.0,1350000.0
55.0,1545000.0
46.0,115000.0
73.0,895000.0
57.0,364000.0
62.0,90000.0
50.0,585000.0
53.0,1554000.0
38.0,129998.0
55.0,500000.0
31.0,160000.0
55.0,945000.0
69.0,190000.0
45.0,250000.0
57.0,245000.0
52.0,365000.0
54.0,130000.0
81.0,174998.0
52.0,240000.0
54.0,302000.0
65.0,35000.0
54.0,304000.0
66.0,809000.0
61.0,875000.0
60.0,1140000.0
70.0,165000.0
48.0,1000.0
73.0,59998.0
61.0,705999.0
63.0,625000.0
57.0,890000.0
67.0,149998.0
71.0,431000.0
54.0,766000.0
54.0,400000.0
70.0,294600.0
72.0,373000.0
54.0,722000.0
58.0,680000.0
60.0,1745000.0
57.0,55000.0
52.0,447000.0
36.0,100000.0
79.0,111700.0
43.0,371000.0
70.0,190000.0
29.0,800000.0
42.0,140000.0
60.0,18000.0
76.0,2000.0
49.0,263000.0
52.0,502000.0
59.0,281000.0
22.0,635000.0
59.0,550000.0
64.0,310000.0
70.0,607000.0
63.0,472000.0
56.0,400000.0
50.0,325000.0
64.0,131000.0
65.0,725000.0
66.0,450000.0
58.0,690000.0
48.0,29000.0
64.0,180000.0
50.0,1255000.0
73.0,370000.0
54.0,900000.0
44.0,3762000.0
48.0,800000.0
54.0,6950000.0
51.0,117998.0
71.0,560000.0
67.0,865000.0
60.0,550000.0
61.0,860000.0
63.0,725000.0
56.0,1400000.0
51.0,720000.0
73.0,199998.0
35.0,502500.0
77.0,1448000.0
56.0,100000.0
48.0,119000.0
44.0,1030000.0
37.0,525000.0
61.0,190000.0
51.0,1600000.0
46.0,290000.0
54.0,209000.0
55.0,882000.0
47.0,943000.0
65.0,650000.0
65.0,279998.0
51.0,315000.0
45.0,815000.0
45.0,815000.0
82.0,1375000.0
59.0,350000.0
53.0,107000.0
46.0,75000.0
45.0,100000.0
63.0,800000.0
46.0,1275000.0
62.0,150000.0
70.0,100000.0
74.0,208000.0
58.0,223000.0
64.0,134000.0
44.0,64000.0
62.0,548500.0
52.0,240000.0
74.0,262000.0
40.0,130000.0
57.0,1705000.0
51.0,410000.0
67.0,439000.0
58.0,800000.0
45.0,295000.0
74.0,440000.0
65.0,343000.0
62.0,169000.0
69.0,153000.0
61.0,465000.0
63.0,670000.0
72.0,880000.0
51.0,108000.0
57.0,240000.0
59.0,1500000.0
63.0,85000.0
50.0,1990000.0
56.0,480000.0
42.0,155000.0
59.0,149998.0
49.0,474500.0
71.0,670000.0
44.0,325000.0
53.0,598000.0
59.0,600000.0
66.0,99998.0
38.0,137000.0
77.0,750000.0
48.0,701000.0
74.0,645000.0
61.0,1324786.0
52.0,110000.0
42.0,183000.0
65.0,825000.0
47.0,275000.0
57.0,99998.0
52.0,132000.0
43.0,75000.0
48.0,660000.0
60.0,149998.0
69.0,58000.0
41.0,333000.0
59.0,1530000.0
59.0,50000.0
66.0,159000.0
40.0,1075001.0
40.0,125000.0
58.0,1145000.0
47.0,123000.0
29.0,397500.0
57.0,900000.0
63.0,340000.0
60.0,367000.0
51.0,200000.0
53.0,460000.0
69.0,350000.0
57.0,99998.0
66.0,63000.0
66.0,135000.0
42.0,192500.0
74.0,650000.0
51.0,400000.0
57.0,420000.0
44.0,561000.0
55.0,177000.0
75.0,400000.0
52.0,76000.0
45.0,230000.0
81.0,1005000.0
59.0,102000.0
49.0,327000.0
71.0,125000.0
58.0,875000.0
74.0,731200.0
46.0,139998.0
55.0,150000.0
56.0,212000.0
62.0,202400.0
70.0,460000.0
55.0,270000.0
41.0,584000.0
47.0,100000.0
61.0,160000.0
74.0,350000.0
48.0,510000.0
67.0,182000.0
53.0,191000.0
52.0,100000.0
68.0,125000.0
69.0,1090000.0
49.0,134998.0
52.0,6900000.0
49.0,15000.0
55.0,300000.0
75.0,865000.0
69.0,525000.0
66.0,1750000.0
73.0,7815000.0
56.0,1090000.0
48.0,294000.0
52.0,145000.0
65.0,175000.0
